genome	assembly_accession	biosample	canonical_attribute	attribute_name	attribute_value
RSGB23-1_GCF-025153455-V1_GENO_10000001	GCF_025153455.1	SAMN30556398	isolation_source	isolation_source	fresh water
RSGB23-1_GCF-025153475-V1_GENO_10000001	GCF_025153475.1	SAMN30614389	isolation_source	isolation_source	mangrove sediment
RSGB23-1_GCF-025153475-V1_GENO_10000001	GCF_025153475.1	SAMN30614389	sample_type	sample_type	single cell
RSGB23-1_GCF-025153485-V1_GENO_10000001	GCF_025153485.1	SAMN30609214	host	host	Pyrola
RSGB23-1_GCF-025153485-V1_GENO_10000001	GCF_025153485.1	SAMN30609214	isolation_source	isolation_source	rhizosphere soil
RSGB23-1_GCF-025153485-V1_GENO_10000001	GCF_025153485.1	SAMN30609214	sample_type	sample_type	single cell
RSGB23-1_GCF-025153525-V1_GENO_10000001	GCF_025153525.1	SAMN30556247	env_broad_scale	env_broad_scale	marine
RSGB23-1_GCF-025153525-V1_GENO_10000001	GCF_025153525.1	SAMN30556247	env_local_scale	env_local_scale	coastal
RSGB23-1_GCF-025153525-V1_GENO_10000001	GCF_025153525.1	SAMN30556247	env_medium	env_medium	marine
RSGB23-1_GCF-025153975-V1_GENO_10000001	GCF_025153975.1	SAMN30638005	isolation_source	isolation_source	soil
RSGB23-1_GCF-025153975-V1_GENO_10000001	GCF_025153975.1	SAMN30638005	sample_type	sample_type	cell cultrue
RSGB23-1_GCF-025154015-V1_GENO_10000001	GCF_025154015.1	SAMN30624723	isolation_source	isolation_source	sediment
RSGB23-1_GCF-025154035-V1_GENO_10000001	GCF_025154035.1	SAMN30451249	isolation_source	isolation_source	mud
RSGB23-1_GCF-025154035-V1_GENO_10000001	GCF_025154035.1	SAMN30451249	sample_type	sample_type	Cell culture
RSGB23-1_GCF-025154055-V1_GENO_10000001	GCF_025154055.1	SAMN30526741	isolation_source	isolation_source	saline soil
RSGB23-1_GCF-025154055-V1_GENO_10000001	GCF_025154055.1	SAMN30526741	sample_type	sample_type	cell culture
RSGB23-1_GCF-025154075-V1_GENO_10000001	GCF_025154075.1	SAMN30623801	host	host	Pyrola calliantha H. Andr.
RSGB23-1_GCF-025154075-V1_GENO_10000001	GCF_025154075.1	SAMN30623801	isolation_source	isolation_source	inter-root soil
RSGB23-1_GCF-025154075-V1_GENO_10000001	GCF_025154075.1	SAMN30623801	sample_type	sample_type	pure culture
RSGB23-1_GCF-900004845-V1_GENO_10000001	GCF_900004845.1	SAMEA3430699	host	host	Glossina morsitans morsitans
RSGB23-1_GCF-900005615-V1_GENO_10000001	GCF_900005615.1	SAMEA3320986	env_broad_scale	env_broad_scale	soil sample in a factory which was producing N,N-dimethylformamide
RSGB23-1_GCF-900005615-V1_GENO_10000001	GCF_900005615.1	SAMEA3320986	env_local_scale	env_local_scale	soil sample in a factory which was producing N,N-dimethylformamide
RSGB23-1_GCF-900005615-V1_GENO_10000001	GCF_900005615.1	SAMEA3320986	env_medium	env_medium	soil
RSGB23-1_GCF-900005615-V1_GENO_10000001	GCF_900005615.1	SAMEA3320986	environment_package	soil environmental package	soil
RSGB23-1_GCF-900010755-V1_GENO_10000001	GCF_900010755.1	SAMEA3490269	isolation_source	isolation_source	Wall Segment in a Danish Slaughterhouse
RSGB23-1_GCF-900015215-V1_GENO_10000001	GCF_900015215.1	SAMEA2724985	host	host	rat
RSGB23-1_GCF-900016235-V2_GENO_10000001	GCF_900016235.2	SAMEA3489744	isolation_source	isolation_source	Wall Segment in a Danish Slaughterhouse
RSGB23-1_GCF-900016305-V1_GENO_10000001	GCF_900016305.1	SAMEA3490270	isolation_source	isolation_source	Wall Segment in a Danish Slaughterhouse
RSGB23-1_GCF-900016785-V1_GENO_10000001	GCF_900016785.1	SAMEA3598223	host	host	Tuberolachnus salignus
RSGB23-1_GCF-900016875-V1_GENO_10000001	GCF_900016875.1	SAMEA3730082	host	host	chicken
RSGB23-1_GCF-900016875-V1_GENO_10000001	GCF_900016875.1	SAMEA3730082	isolation_source	isolation_source	caecum
RSGB23-1_GCF-900017045-V1_GENO_10000001	GCF_900017045.1	SAMEA2674089	host	host	Homo sapiens
RSGB23-1_GCF-900017045-V1_GENO_10000001	GCF_900017045.1	SAMEA2674089	isolation_source	isolation_source	CSF
RSGB23-1_GCF-900018345-V1_GENO_10000001	GCF_900018345.1	SAMEA3730084	host	host	chicken
RSGB23-1_GCF-900018345-V1_GENO_10000001	GCF_900018345.1	SAMEA3730084	isolation_source	isolation_source	caecum
RSGB23-1_GCF-900021155-V1_GENO_10000001	GCF_900021155.1	SAMEA3730081	host	host	chicken
RSGB23-1_GCF-900021155-V1_GENO_10000001	GCF_900021155.1	SAMEA3730081	isolation_source	isolation_source	caecum
RSGB23-1_GCF-900029175-V1_GENO_10000001	GCF_900029175.1	SAMEA2383386	host	host	Homo sapiens
RSGB23-1_GCF-900029175-V1_GENO_10000001	GCF_900029175.1	SAMEA2383386	isolation_source	isolation_source	blood
RSGB23-1_GCF-900042815-V1_GENO_10000001	GCF_900042815.1	SAMEA2238552	host	host	Homo sapiens
RSGB23-1_GCF-900042815-V1_GENO_10000001	GCF_900042815.1	SAMEA2238552	isolation_source	isolation_source	CSF
RSGB23-1_GCF-900044025-V1_GENO_10000001	GCF_900044025.1	SAMEA3730080	host	host	chicken
RSGB23-1_GCF-900044025-V1_GENO_10000001	GCF_900044025.1	SAMEA3730080	isolation_source	isolation_source	caecum
RSGB23-1_GCF-900044055-V2_GENO_10000001	GCF_900044055.2	SAMEA3731265	isolation_source	isolation_source	water
RSGB23-1_GCF-900045905-V1_GENO_10000001	GCF_900045905.1	SAMEA3730079	host	host	chicken
RSGB23-1_GCF-900045905-V1_GENO_10000001	GCF_900045905.1	SAMEA3730079	isolation_source	isolation_source	caecum
RSGB23-1_GCF-900047545-V1_GENO_10000001	GCF_900047545.1	SAMEA3861759	env_broad_scale	env_broad_scale	coral reef
RSGB23-1_GCF-900047545-V1_GENO_10000001	GCF_900047545.1	SAMEA3861759	env_local_scale	env_local_scale	benthic niches
RSGB23-1_GCF-900047545-V1_GENO_10000001	GCF_900047545.1	SAMEA3861759	env_medium	env_medium	water
RSGB23-1_GCF-900047545-V1_GENO_10000001	GCF_900047545.1	SAMEA3861759	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900047545-V1_GENO_10000001	GCF_900047545.1	SAMEA3861759	host_body_habitat	host_body_habitat	benthic sampling sites of coral reef ecosystem
RSGB23-1_GCF-900049625-V1_GENO_10000001	GCF_900049625.1	SAMEA1316672	host	host	Pig
RSGB23-1_GCF-900049955-V1_GENO_10000001	GCF_900049955.1	SAMEA1316652	host	host	Pig
RSGB23-1_GCF-900051565-V1_GENO_10000001	GCF_900051565.1	SAMEA1316704	host	host	Pig
RSGB23-1_GCF-900053125-V1_GENO_10000001	GCF_900053125.1	SAMEA1316575	host	host	Pig
RSGB23-1_GCF-900053135-V1_GENO_10000001	GCF_900053135.1	SAMEA1316560	host	host	Pig
RSGB23-1_GCF-900055185-V1_GENO_10000001	GCF_900055185.1	SAMEA3872802	env_broad_scale	env_broad_scale	sea water
RSGB23-1_GCF-900055185-V1_GENO_10000001	GCF_900055185.1	SAMEA3872802	env_local_scale	env_local_scale	surface sea water
RSGB23-1_GCF-900055185-V1_GENO_10000001	GCF_900055185.1	SAMEA3872802	env_medium	env_medium	water
RSGB23-1_GCF-900055185-V1_GENO_10000001	GCF_900055185.1	SAMEA3872802	environment_package	water environmental package	water
RSGB23-1_GCF-900055865-V1_GENO_10000001	GCF_900055865.1	SAMEA1316646	host	host	Pig
RSGB23-1_GCF-900056165-V1_GENO_10000001	GCF_900056165.1	SAMEA1316655	host	host	Pig
RSGB23-1_GCF-900056505-V1_GENO_10000001	GCF_900056505.1	SAMEA1316562	host	host	Pig
RSGB23-1_GCF-900056565-V1_GENO_10000001	GCF_900056565.1	SAMEA1316685	host	host	Pig
RSGB23-1_GCF-900056835-V1_GENO_10000001	GCF_900056835.1	SAMEA1316537	host	host	Pig
RSGB23-1_GCF-900057495-V1_GENO_10000001	GCF_900057495.1	SAMEA1316539	host	host	Pig
RSGB23-1_GCF-900058005-V1_GENO_10000001	GCF_900058005.1	SAMEA1316513	host	host	Pig
RSGB23-1_GCF-900058245-V1_GENO_10000001	GCF_900058245.1	SAMEA1316592	host	host	Pig
RSGB23-1_GCF-900058255-V1_GENO_10000001	GCF_900058255.1	SAMEA1316620	host	host	Pig
RSGB23-1_GCF-900058725-V1_GENO_10000001	GCF_900058725.1	SAMEA1316526	host	host	Pig
RSGB23-1_GCF-900060185-V1_GENO_10000001	GCF_900060185.1	SAMEA3872803	env_broad_scale	env_broad_scale	sea water
RSGB23-1_GCF-900060185-V1_GENO_10000001	GCF_900060185.1	SAMEA3872803	env_local_scale	env_local_scale	surface sea water
RSGB23-1_GCF-900060185-V1_GENO_10000001	GCF_900060185.1	SAMEA3872803	env_medium	env_medium	water
RSGB23-1_GCF-900060185-V1_GENO_10000001	GCF_900060185.1	SAMEA3872803	environment_package	water environmental package	water
RSGB23-1_GCF-900060645-V1_GENO_10000001	GCF_900060645.1	SAMEA1316534	host	host	Pig
RSGB23-1_GCF-900062235-V1_GENO_10000001	GCF_900062235.1	SAMEA1316705	host	host	Pig
RSGB23-1_GCF-900062265-V1_GENO_10000001	GCF_900062265.1	SAMEA1316602	host	host	Pig
RSGB23-1_GCF-900062835-V1_GENO_10000001	GCF_900062835.1	SAMEA1316679	host	host	Pig
RSGB23-1_GCF-900063555-V1_GENO_10000001	GCF_900063555.1	SAMEA1316545	host	host	Pig
RSGB23-1_GCF-900063575-V1_GENO_10000001	GCF_900063575.1	SAMEA1316711	host	host	Pig
RSGB23-1_GCF-900066015-V1_GENO_10000001	GCF_900066015.1	SAMEA3627641	env_broad_scale	env_broad_scale	Wastewater
RSGB23-1_GCF-900066015-V1_GENO_10000001	GCF_900066015.1	SAMEA3627641	env_local_scale	env_local_scale	WWTP
RSGB23-1_GCF-900066015-V1_GENO_10000001	GCF_900066015.1	SAMEA3627641	env_medium	env_medium	Activated sludge biomass
RSGB23-1_GCF-900066015-V1_GENO_10000001	GCF_900066015.1	SAMEA3627641	environment_package	wastewater/sludge environmental package	wastewater/sludge
RSGB23-1_GCF-900070325-V1_GENO_10000001	GCF_900070325.1	SAMEA3518679	env_broad_scale	env_broad_scale	biogas plant
RSGB23-1_GCF-900070325-V1_GENO_10000001	GCF_900070325.1	SAMEA3518679	env_local_scale	env_local_scale	biogas plant
RSGB23-1_GCF-900070325-V1_GENO_10000001	GCF_900070325.1	SAMEA3518679	env_medium	env_medium	soil
RSGB23-1_GCF-900070325-V1_GENO_10000001	GCF_900070325.1	SAMEA3518679	environment_package	soil environmental package	soil
RSGB23-1_GCF-900074805-V1_GENO_10000001	GCF_900074805.1	SAMEA3294087	isolation_source	isolation_source	soil
RSGB23-1_GCF-900078315-V1_GENO_10000001	GCF_900078315.1	SAMEA1982600	host	host	obscured
RSGB23-1_GCF-900078315-V1_GENO_10000001	GCF_900078315.1	SAMEA1982600	isolation_source	isolation_source	obscured
RSGB23-1_GCF-900078365-V1_GENO_10000001	GCF_900078365.1	SAMEA3906800	isolation_source	isolation_source	This genome was reconstructed from an aerobic pyrene degrading enrichment culture grown from soil-compost microcosms, as described in Adam I.K. et al., under review. An uncontaminated and unfertilized agricultural soil (Ap horizon of a Haplic Chernozem) of the Static Fertilization Experiment Bad Lauchstädt (Germany) was supplemented with mature compost (Bio-Komp SAS Gmbh, Weizenfels, Germany) for biostimulation; the compost consisted of a mixture of vegetable and animal organic waste. Two stable enrichment cultures (UC1 and UC10) capable of total pyrene (spiked at a concentration of 100 mg/L) mineralization were obtained from the microscosm and shotgun sequenced (see Adam I.K. et al., under review 2016).
RSGB23-1_GCF-900078705-V1_GENO_10000001	GCF_900078705.1	SAMEA3906486	host	host	obscured
RSGB23-1_GCF-900078705-V1_GENO_10000001	GCF_900078705.1	SAMEA3906486	isolation_source	isolation_source	obscured
RSGB23-1_GCF-900078745-V1_GENO_10000001	GCF_900078745.1	SAMEA2826839	host	host	Sparus aurata
RSGB23-1_GCF-900078745-V1_GENO_10000001	GCF_900078745.1	SAMEA2826839	isolation_source	isolation_source	Fish farm
RSGB23-1_GCF-900078775-V1_GENO_10000001	GCF_900078775.1	SAMEA3914648	host	host	laboratory
RSGB23-1_GCF-900078775-V1_GENO_10000001	GCF_900078775.1	SAMEA3914648	isolation_source	isolation_source	culture
RSGB23-1_GCF-900079085-V1_GENO_10000001	GCF_900079085.1	SAMEA3920025	host	host	Homo sapiens
RSGB23-1_GCF-900079085-V1_GENO_10000001	GCF_900079085.1	SAMEA3920025	isolation_source	isolation_source	Blood cultures
RSGB23-1_GCF-900079095-V1_GENO_10000001	GCF_900079095.1	SAMEA3913525	env_broad_scale	env_broad_scale	coral reef
RSGB23-1_GCF-900079095-V1_GENO_10000001	GCF_900079095.1	SAMEA3913525	env_local_scale	env_local_scale	harbor
RSGB23-1_GCF-900079095-V1_GENO_10000001	GCF_900079095.1	SAMEA3913525	env_medium	env_medium	water
RSGB23-1_GCF-900079095-V1_GENO_10000001	GCF_900079095.1	SAMEA3913525	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900079115-V1_GENO_10000001	GCF_900079115.1	SAMEA3920617	isolation_source	isolation_source	hot springs
RSGB23-1_GCF-900083515-V1_GENO_10000001	GCF_900083515.1	SAMEA3719625	isolation_source	isolation_source	acidic streamer
RSGB23-1_GCF-900089455-V2_GENO_10000001	GCF_900089455.2	SAMEA4026966	host	host	Dioscorea sansibarensis
RSGB23-1_GCF-900089755-V1_GENO_10000001	GCF_900089755.1	SAMEA4019367	env_broad_scale	env_broad_scale	sea water
RSGB23-1_GCF-900089755-V1_GENO_10000001	GCF_900089755.1	SAMEA4019367	env_local_scale	env_local_scale	surface sea water
RSGB23-1_GCF-900089755-V1_GENO_10000001	GCF_900089755.1	SAMEA4019367	env_medium	env_medium	water
RSGB23-1_GCF-900089755-V1_GENO_10000001	GCF_900089755.1	SAMEA4019367	environment_package	water environmental package	water
RSGB23-1_GCF-900089775-V1_GENO_10000001	GCF_900089775.1	SAMEA4029002	env_broad_scale	env_broad_scale	plant-associated
RSGB23-1_GCF-900089775-V1_GENO_10000001	GCF_900089775.1	SAMEA4029002	env_local_scale	env_local_scale	stem and roots
RSGB23-1_GCF-900089775-V1_GENO_10000001	GCF_900089775.1	SAMEA4029002	env_medium	env_medium	Spartina maritima, growing in salt marshes
RSGB23-1_GCF-900089775-V1_GENO_10000001	GCF_900089775.1	SAMEA4029002	environment_package	plant-associated environmental package	plant-associated
RSGB23-1_GCF-900089835-V1_GENO_10000001	GCF_900089835.1	SAMEA2343672	env_broad_scale	env_broad_scale	marine
RSGB23-1_GCF-900089835-V1_GENO_10000001	GCF_900089835.1	SAMEA2343672	env_local_scale	env_local_scale	surface sea water
RSGB23-1_GCF-900089835-V1_GENO_10000001	GCF_900089835.1	SAMEA2343672	env_medium	env_medium	sea water
RSGB23-1_GCF-900089835-V1_GENO_10000001	GCF_900089835.1	SAMEA2343672	env_package	env_package	water
RSGB23-1_GCF-900089945-V1_GENO_10000001	GCF_900089945.1	SAMEA4032470	env_broad_scale	env_broad_scale	Wastewater
RSGB23-1_GCF-900089945-V1_GENO_10000001	GCF_900089945.1	SAMEA4032470	env_local_scale	env_local_scale	Sequencing batch reactor
RSGB23-1_GCF-900089945-V1_GENO_10000001	GCF_900089945.1	SAMEA4032470	env_medium	env_medium	Activated sludge
RSGB23-1_GCF-900089945-V1_GENO_10000001	GCF_900089945.1	SAMEA4032470	environment_package	wastewater/sludge environmental package	wastewater/sludge
RSGB23-1_GCF-900089955-V1_GENO_10000001	GCF_900089955.1	SAMEA4032471	env_broad_scale	env_broad_scale	Wastewater
RSGB23-1_GCF-900089955-V1_GENO_10000001	GCF_900089955.1	SAMEA4032471	env_local_scale	env_local_scale	Sequencing batch reactor
RSGB23-1_GCF-900089955-V1_GENO_10000001	GCF_900089955.1	SAMEA4032471	env_medium	env_medium	Activated sludge
RSGB23-1_GCF-900089955-V1_GENO_10000001	GCF_900089955.1	SAMEA4032471	environment_package	wastewater/sludge environmental package	wastewater/sludge
RSGB23-1_GCF-900089975-V1_GENO_10000001	GCF_900089975.1	SAMEA4029000	env_broad_scale	env_broad_scale	sea water
RSGB23-1_GCF-900089975-V1_GENO_10000001	GCF_900089975.1	SAMEA4029000	env_local_scale	env_local_scale	surface sea water
RSGB23-1_GCF-900089975-V1_GENO_10000001	GCF_900089975.1	SAMEA4029000	env_medium	env_medium	water
RSGB23-1_GCF-900089975-V1_GENO_10000001	GCF_900089975.1	SAMEA4029000	environment_package	water environmental package	water
RSGB23-1_GCF-900089995-V1_GENO_10000001	GCF_900089995.1	SAMEA4034450	env_broad_scale	env_broad_scale	Ocean
RSGB23-1_GCF-900089995-V1_GENO_10000001	GCF_900089995.1	SAMEA4034450	env_local_scale	env_local_scale	Coastal water body
RSGB23-1_GCF-900089995-V1_GENO_10000001	GCF_900089995.1	SAMEA4034450	env_medium	env_medium	Sea water
RSGB23-1_GCF-900089995-V1_GENO_10000001	GCF_900089995.1	SAMEA4034450	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900091315-V1_GENO_10000001	GCF_900091315.1	SAMN04883196	sample_type	sample_type	whole organism
RSGB23-1_GCF-900091995-V1_GENO_10000001	GCF_900091995.1	SAMN04883173	sample_type	sample_type	whole organism
RSGB23-1_GCF-900092635-V1_GENO_10000001	GCF_900092635.1	SAMEA4028762	host	host	Alorena table olives
RSGB23-1_GCF-900092635-V1_GENO_10000001	GCF_900092635.1	SAMEA4028762	isolation_source	isolation_source	Fermented Alorena table olives
RSGB23-1_GCF-900095135-V1_GENO_10000001	GCF_900095135.1	SAMEA4373296	env_broad_scale	env_broad_scale	biogas sludge
RSGB23-1_GCF-900095135-V1_GENO_10000001	GCF_900095135.1	SAMEA4373296	env_local_scale	env_local_scale	biogas sludge
RSGB23-1_GCF-900095135-V1_GENO_10000001	GCF_900095135.1	SAMEA4373296	env_medium	env_medium	biogas sludge
RSGB23-1_GCF-900095135-V1_GENO_10000001	GCF_900095135.1	SAMEA4373296	environment_package	soil environmental package	soil
RSGB23-1_GCF-900095285-V1_GENO_10000001	GCF_900095285.1	SAMEA4368857	host	host	Pig
RSGB23-1_GCF-900095285-V1_GENO_10000001	GCF_900095285.1	SAMEA4368857	isolation_source	isolation_source	stomach
RSGB23-1_GCF-900095295-V1_GENO_10000001	GCF_900095295.1	SAMEA4378819	env_broad_scale	env_broad_scale	biogas plant
RSGB23-1_GCF-900095295-V1_GENO_10000001	GCF_900095295.1	SAMEA4378819	env_local_scale	env_local_scale	biogas sludge
RSGB23-1_GCF-900095295-V1_GENO_10000001	GCF_900095295.1	SAMEA4378819	env_medium	env_medium	biogas sludge
RSGB23-1_GCF-900095295-V1_GENO_10000001	GCF_900095295.1	SAMEA4378819	environment_package	soil environmental package	soil
RSGB23-1_GCF-900095305-V1_GENO_10000001	GCF_900095305.1	SAMEA4379703	env_broad_scale	env_broad_scale	biogas plant
RSGB23-1_GCF-900095305-V1_GENO_10000001	GCF_900095305.1	SAMEA4379703	env_local_scale	env_local_scale	biogas sludge
RSGB23-1_GCF-900095305-V1_GENO_10000001	GCF_900095305.1	SAMEA4379703	env_medium	env_medium	biogas sludge
RSGB23-1_GCF-900095305-V1_GENO_10000001	GCF_900095305.1	SAMEA4379703	environment_package	soil environmental package	soil
RSGB23-1_GCF-900095385-V1_GENO_10000001	GCF_900095385.1	SAMEA4384483	env_broad_scale	env_broad_scale	biogas plant
RSGB23-1_GCF-900095385-V1_GENO_10000001	GCF_900095385.1	SAMEA4384483	env_local_scale	env_local_scale	biogas sludge
RSGB23-1_GCF-900095385-V1_GENO_10000001	GCF_900095385.1	SAMEA4384483	env_medium	env_medium	biogas sludge
RSGB23-1_GCF-900095385-V1_GENO_10000001	GCF_900095385.1	SAMEA4384483	environment_package	soil environmental package	soil
RSGB23-1_GCF-900095445-V1_GENO_10000001	GCF_900095445.1	SAMEA4386285	env_broad_scale	env_broad_scale	biogas plant
RSGB23-1_GCF-900095445-V1_GENO_10000001	GCF_900095445.1	SAMEA4386285	env_local_scale	env_local_scale	biogas sludge
RSGB23-1_GCF-900095445-V1_GENO_10000001	GCF_900095445.1	SAMEA4386285	env_medium	env_medium	biogas sludge
RSGB23-1_GCF-900095445-V1_GENO_10000001	GCF_900095445.1	SAMEA4386285	environment_package	soil environmental package	soil
RSGB23-1_GCF-900095725-V1_GENO_10000001	GCF_900095725.1	SAMEA4413790	isolation_source	isolation_source	Coal seam gas water treatment pond
RSGB23-1_GCF-900096945-V1_GENO_10000001	GCF_900096945.1	SAMN05421730	isolation_source	isolation_source	Biogas slurry
RSGB23-1_GCF-900097055-V1_GENO_10000001	GCF_900097055.1	SAMEA4462075	env_broad_scale	env_broad_scale	laboratory colony
RSGB23-1_GCF-900097055-V1_GENO_10000001	GCF_900097055.1	SAMEA4462075	env_local_scale	env_local_scale	laboratory colony
RSGB23-1_GCF-900097055-V1_GENO_10000001	GCF_900097055.1	SAMEA4462075	env_medium	env_medium	laboratory colony
RSGB23-1_GCF-900097055-V1_GENO_10000001	GCF_900097055.1	SAMEA4462075	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900097055-V1_GENO_10000001	GCF_900097055.1	SAMEA4462075	host_body_habitat	host_body_habitat	bacteriocyte, germinal line and other tissues
RSGB23-1_GCF-900097965-V1_GENO_10000001	GCF_900097965.1	SAMEA2297795	host	host	Homo sapiens
RSGB23-1_GCF-900097965-V1_GENO_10000001	GCF_900097965.1	SAMEA2297795	isolation_source	isolation_source	not known
RSGB23-1_GCF-900098805-V1_GENO_10000001	GCF_900098805.1	SAMEA4475189	env_broad_scale	env_broad_scale	Ocean
RSGB23-1_GCF-900098805-V1_GENO_10000001	GCF_900098805.1	SAMEA4475189	env_local_scale	env_local_scale	Coastal water body
RSGB23-1_GCF-900098805-V1_GENO_10000001	GCF_900098805.1	SAMEA4475189	env_medium	env_medium	Seawater
RSGB23-1_GCF-900098805-V1_GENO_10000001	GCF_900098805.1	SAMEA4475189	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900100825-V1_GENO_10000001	GCF_900100825.1	SAMEA4504210	env_broad_scale	env_broad_scale	leaf of Trifolium repens
RSGB23-1_GCF-900100825-V1_GENO_10000001	GCF_900100825.1	SAMEA4504210	env_local_scale	env_local_scale	leaf of Trifolium repens
RSGB23-1_GCF-900100825-V1_GENO_10000001	GCF_900100825.1	SAMEA4504210	env_medium	env_medium	leaf of Trifolium repens
RSGB23-1_GCF-900100825-V1_GENO_10000001	GCF_900100825.1	SAMEA4504210	environment_package	plant-associated environmental package	plant-associated
RSGB23-1_GCF-900103035-V1_GENO_10000001	GCF_900103035.1	SAMEA4505502	isolation_source	isolation_source	Nitrifying granule
RSGB23-1_GCF-900104145-V1_GENO_10000001	GCF_900104145.1	SAMN04515695	env_broad_scale	env_broad_scale	marine sub-littoral zone
RSGB23-1_GCF-900104145-V1_GENO_10000001	GCF_900104145.1	SAMN04515695	env_medium	env_medium	coastal seawater
RSGB23-1_GCF-900104145-V1_GENO_10000001	GCF_900104145.1	SAMN04515695	env_package	env_package	host-associated
RSGB23-1_GCF-900104145-V1_GENO_10000001	GCF_900104145.1	SAMN04515695	host	host	Synoicum adareanum
RSGB23-1_GCF-900114875-V1_GENO_10000001	GCF_900114875.1	SAMN05216324	isolation_source	isolation_source	Dehydrated sludge of the municipal sewage
RSGB23-1_GCF-900116935-V1_GENO_10000001	GCF_900116935.1	SAMEA4527927	isolation_source	isolation_source	Kopanisti cheese
RSGB23-1_GCF-900117425-V1_GENO_10000001	GCF_900117425.1	SAMEA4535142	isolation_source	isolation_source	Coal seam gas extraction bore well
RSGB23-1_GCF-900117445-V1_GENO_10000001	GCF_900117445.1	SAMEA4534596	isolation_source	isolation_source	Coal seam gas extraction bore well
RSGB23-1_GCF-900117455-V1_GENO_10000001	GCF_900117455.1	SAMEA4534595	isolation_source	isolation_source	Corroded Artesian Bore Well
RSGB23-1_GCF-900119315-V1_GENO_10000001	GCF_900119315.1	SAMEA4544645	env_broad_scale	env_broad_scale	soil
RSGB23-1_GCF-900119315-V1_GENO_10000001	GCF_900119315.1	SAMEA4544645	env_local_scale	env_local_scale	soil
RSGB23-1_GCF-900119315-V1_GENO_10000001	GCF_900119315.1	SAMEA4544645	env_medium	env_medium	soil
RSGB23-1_GCF-900119315-V1_GENO_10000001	GCF_900119315.1	SAMEA4544645	environment_package	soil environmental package	soil
RSGB23-1_GCF-900120035-V1_GENO_10000001	GCF_900120035.1	SAMEA4520415	host	host	Oncorhynchus mykiss
RSGB23-1_GCF-900127575-V1_GENO_10000001	GCF_900127575.1	SAMEA4553728	env_broad_scale	env_broad_scale	sea
RSGB23-1_GCF-900127575-V1_GENO_10000001	GCF_900127575.1	SAMEA4553728	env_local_scale	env_local_scale	hydrothermal vent
RSGB23-1_GCF-900127575-V1_GENO_10000001	GCF_900127575.1	SAMEA4553728	env_medium	env_medium	gill tissue
RSGB23-1_GCF-900127575-V1_GENO_10000001	GCF_900127575.1	SAMEA4553728	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900128405-V1_GENO_10000001	GCF_900128405.1	SAMEA4554593	env_broad_scale	env_broad_scale	sea
RSGB23-1_GCF-900128405-V1_GENO_10000001	GCF_900128405.1	SAMEA4554593	env_local_scale	env_local_scale	hydrothermal vent
RSGB23-1_GCF-900128405-V1_GENO_10000001	GCF_900128405.1	SAMEA4554593	env_medium	env_medium	gill tissue
RSGB23-1_GCF-900128405-V1_GENO_10000001	GCF_900128405.1	SAMEA4554593	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900128515-V1_GENO_10000001	GCF_900128515.1	SAMEA4554592	env_broad_scale	env_broad_scale	sea
RSGB23-1_GCF-900128515-V1_GENO_10000001	GCF_900128515.1	SAMEA4554592	env_local_scale	env_local_scale	hydrothermal vent
RSGB23-1_GCF-900128515-V1_GENO_10000001	GCF_900128515.1	SAMEA4554592	env_medium	env_medium	gill tissue
RSGB23-1_GCF-900128515-V1_GENO_10000001	GCF_900128515.1	SAMEA4554592	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900128525-V1_GENO_10000001	GCF_900128525.1	SAMEA4554595	env_broad_scale	env_broad_scale	sea
RSGB23-1_GCF-900128525-V1_GENO_10000001	GCF_900128525.1	SAMEA4554595	env_local_scale	env_local_scale	hydrothermal vent
RSGB23-1_GCF-900128525-V1_GENO_10000001	GCF_900128525.1	SAMEA4554595	env_medium	env_medium	gill tissue
RSGB23-1_GCF-900128525-V1_GENO_10000001	GCF_900128525.1	SAMEA4554595	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900128535-V1_GENO_10000001	GCF_900128535.1	SAMEA4553759	env_broad_scale	env_broad_scale	sea
RSGB23-1_GCF-900128535-V1_GENO_10000001	GCF_900128535.1	SAMEA4553759	env_local_scale	env_local_scale	hydrothermal vent
RSGB23-1_GCF-900128535-V1_GENO_10000001	GCF_900128535.1	SAMEA4553759	env_medium	env_medium	gill tissue
RSGB23-1_GCF-900128535-V1_GENO_10000001	GCF_900128535.1	SAMEA4553759	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900128725-V1_GENO_10000001	GCF_900128725.1	SAMEA4556317	host	host	Cinara fornacula
RSGB23-1_GCF-900128725-V1_GENO_10000001	GCF_900128725.1	SAMEA4556317	isolation_source	isolation_source	whole body
RSGB23-1_GCF-900128735-V1_GENO_10000001	GCF_900128735.1	SAMEA4556315	host	host	Cinara confinis
RSGB23-1_GCF-900128735-V1_GENO_10000001	GCF_900128735.1	SAMEA4556315	isolation_source	isolation_source	whole body
